0.000000000000000000e+00,0.000000000000000000e+00,3.847184986595174050e-01,4.574219958053976631e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.440571939231456405e-02,1.753736782169079411e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.234137622877569156e-03,7.320306111520082093e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.234137622877569211e-04,1.409442508838507253e-02
0.000000000000000000e+00,0.000000000000000000e+00,2.075513851653261743e-01,2.092069198183015843e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.691689008042895098e-03,2.918061455109658558e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.672475424486148610e-01,4.552060187447122264e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.936550491510276842e-04,1.488352012194866071e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.036639857015192179e-01,9.492891229361062611e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.298033958891867679e-01,8.328745638420217978e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.138516532618409537e-03,2.690372736466346143e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.117068811438784578e-03,2.540706459133182209e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.992850759606791811e-02,1.181119577147962327e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
