1.511784984816227639e-01,1.163476813677282728e-01,8.570996293214312722e-02,6.166989074168134632e-02,4.371413441691072294e-02,2.533150335555963903e-02,4.157976073400840994e-02,1.324230274604735746e-01,1.938497617066343992e-01,2.587617390552559571e-01,2.335545156862957050e-01,1.921800871040601766e-01,1.861389990597948907e-01,1.732949326186333516e-01,1.702203538197183674e-01,1.614342991149103623e-01,1.338765629559184323e-01,1.125544400376081999e-01,1.452995147677045018e-01,1.737866490873526126e-01,1.773529443549868578e-01,1.759102158148984629e-01,1.854473539169809726e-01,1.744188559757059720e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.403477678233711362e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.400192363805344953e-01,2.393146228912928497e-01,1.839613975554666991e-01,1.325851317908205707e-01,8.651508110619994529e-02,4.708050101045032493e-02,7.593507181221834101e-02,1.836642062831638500e-01,2.931332605665005753e-01,3.427371856526860716e-01,3.304496774123826253e-01,2.985745625884819732e-01,3.036484281283434172e-01,3.146661191142619551e-01,3.102460743734667403e-01,3.083224363200155471e-01,2.873785568391816758e-01,2.749397512238876962e-01,3.637242929549457937e-01,4.188019409291820483e-01,4.325267742318956721e-01,4.402969751331957116e-01,4.735878011087936157e-01,4.285282007500026968e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.403477678233711362e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.404190937287237921e-03,2.955702289993839861e-03,2.080338906119978681e-03,1.745323290069488624e-03,1.480552883836036906e-03,1.215782477602584972e-03,4.863129910410339887e-04,6.862416651356813193e-04,7.294694865615509831e-04,7.240660088833173564e-04,7.618903526309532851e-04,7.672938303091870202e-04,1.021257281186171376e-03,1.210378999924351237e-03,1.199572044567883983e-03,1.340062464201960445e-03,1.350869419558427698e-03,1.302238120454324299e-03,1.880410232025331568e-03,2.453178865918104884e-03,2.750370138220958795e-03,3.296121383722563653e-03,3.631136999773053927e-03,3.512260490851912189e-03
3.432829368981876739e-01,2.227043325084024084e-01,1.494980169236920786e-01,1.003479839624782516e-01,6.808381874574476189e-02,4.498395167129564526e-02,8.937892427566382358e-02,2.214777430754433507e-01,3.536738244734310976e-01,4.115126495412447238e-01,4.426961192223314856e-01,4.911058757416272846e-01,5.301135811007964271e-01,5.345228188862352070e-01,5.270444057795596882e-01,5.621291863443311776e-01,5.232133401056919819e-01,4.748360044524655987e-01,5.909513362800298264e-01,6.565387483384306222e-01,5.965817600207493632e-01,5.321344817524559234e-01,5.510304431932391278e-01,4.813309846217025401e-01
1.729112857034787636e-04,1.512973749905439046e-04,8.105216517350567382e-05,6.484173213880453635e-05,8.645564285173938180e-05,1.567008526687776126e-04,3.242086606940226953e-04,6.430138437098116555e-04,1.231992910637286177e-03,1.945251964164135955e-03,1.961462397198837377e-03,1.631850258826580838e-03,2.199215415041120419e-03,2.939491856959138873e-03,3.177244874801422349e-03,3.982363048858244756e-03,4.047204780997049577e-03,3.242086606940226736e-03,2.701738839116855397e-03,2.685528406082154408e-03,1.702095468643618961e-03,1.005046848151470388e-03,4.917164687192677238e-04,3.296121383722563762e-04
