8.181730301423373319e-02,6.386696839389664759e-02,-4.490462290366173457e-04,3.619052433778965905e-02,5.691337226570748753e-02,2.991303749149425845e-02,9.157857592242843459e-02,3.728888049510499514e-02,3.389932829541000836e-02,9.078123223462124247e-02
4.776856770254257756e-02,4.408738079931834308e-02,-1.257873613227715849e-03,1.928228214273938691e-04,5.242962373158448902e-02,3.916130799704864440e-02,8.472885519027024970e-02,8.837601609384845847e-02,1.763985863608644525e-02,6.423374533559395028e-02
1.160746600434064690e-01,1.450982064975326891e-01,1.527762531937969237e-01,1.212398762789482498e-01,8.379651262230683462e-02,8.324809205999607331e-02,9.458576277581048908e-02,1.409857621589900023e-01,1.413831442099441615e-01,9.031290870405289661e-02
7.968698644180630120e-02,5.066585977813291980e-02,4.172481813266955275e-02,1.141231436632699214e-01,3.771740352268922875e-02,5.096047361554960353e-02,7.771073748667783887e-02,6.581911179793144273e-02,3.606492453039045198e-02,1.100434335989108198e-01
7.588483892598460456e-02,3.504639046477380643e-02,-4.886963783320717562e-03,1.748732608458396579e-02,2.181988598721343667e-02,1.943976131043108476e-03,6.152461502759157264e-02,8.834232262360425247e-02,8.180203906353886167e-02,5.702399334083253085e-02
2.387998289305944682e-02,5.804230390844453136e-02,8.228580956744824260e-02,9.630042426168163028e-02,3.173328723911424815e-02,5.624333061290999469e-02,7.258478157118995744e-02,5.423502082488533549e-02,7.691329583993818109e-02,4.693222933604323382e-02
6.466362067294958993e-02,5.791998574938111294e-02,1.015488551273690948e-01,8.779646512277221315e-02,2.451751355523066125e-02,6.274789336067247703e-02,9.199105411314432990e-02,6.143161514834762083e-02,3.013230971664233870e-02,1.829645039602229711e-02
6.997210551809288082e-02,1.697135814746532703e-02,8.928064751268774413e-02,8.661798185260853600e-02,9.579743640553585460e-02,1.344204225446710491e-02,4.888292334735106631e-02,4.391379463869462402e-02,6.387781536968216434e-02,5.593736174608408135e-02
4.302441244588267599e-02,-4.092385127115840023e-03,1.325280573064432747e-02,5.075795847778696163e-02,-8.921829253588655327e-04,3.534480959305653230e-02,8.587846836471402234e-02,3.123696272992376732e-02,7.535599134063682147e-02,4.514190158263155228e-02
3.619731819087206037e-02,7.410555792166841765e-03,7.779009864532626661e-02,3.794311696709118647e-03,6.290794990475231940e-02,4.153548334472123571e-02,-1.838568072712847305e-03,4.969440186937301718e-02,-1.248758495101185404e-04,8.329678863308291603e-02
6.868470157098861828e-02,2.101287208535757359e-02,5.609961216110545545e-02,3.322200324036588687e-02,5.988745472590947805e-02,8.648068755406032593e-02,1.389214714347386873e-02,2.361235595855230504e-02,2.406146867880165977e-02,8.404883588260554997e-03
5.998450199797246418e-02,3.201177420950894470e-02,3.068336719499962714e-02,1.273462438420859544e-02,2.942161129144033396e-02,2.350043667486585719e-02,3.998964275722002859e-02,7.425697358306644624e-02,2.964443203606427490e-03,4.081661482804093549e-02
7.295944638024888518e-02,6.692573294167761255e-02,5.425961707159299846e-02,2.165314717968078173e-02,8.640597756646975491e-02,2.922716202514542491e-02,-1.750549007982127444e-03,1.474695515529630789e-02,4.247165638040202931e-03,4.025472943260834796e-02
1.223424793034267287e-02,7.748721616030589121e-02,7.746326927045332419e-03,5.177948880072236887e-02,5.112613562613946977e-03,2.933101492805252272e-02,8.912002799181464874e-02,8.951359849898251481e-03,9.399365709119279766e-02,1.049224000169666224e-03
-3.577372282972581669e-03,-4.494072413655105826e-03,4.256264418301806268e-02,2.052144278460408394e-02,2.427908323021515588e-02,8.602405941089244501e-02,7.449988758461420502e-02,1.268155648099576413e-02,-6.496244814744472386e-04,8.931754246199610781e-02
7.334334642994606857e-02,7.189242920362791389e-02,7.202693563844074498e-02,3.202188005886501265e-02,2.082860425813664110e-02,-1.680282983484198767e-03,9.164384240997640318e-02,5.041733467825525172e-02,3.917229938104845044e-02,3.525865777292997577e-02
4.153217791682143473e-02,3.817874836735452027e-02,1.316779611209282705e-02,8.167199020308105184e-02,3.566295788981861756e-03,1.984682800649287607e-02,6.785837284013702606e-03,8.799821564525669992e-02,4.749245048376343759e-02,6.946176677941659494e-02
6.278828907752270760e-02,8.978477445370952603e-02,6.090692121357930977e-02,4.901523625976185461e-02,8.648448130386609048e-03,1.315271821033953993e-02,1.921166697961719516e-02,3.202800128009074265e-02,5.022948487555726343e-02,5.408415099806748033e-02
1.010035327522236237e-01,1.130007689704926044e-01,4.407225800485125439e-02,1.507196071289495717e-02,8.077593610792301038e-02,1.061350819667002399e-01,8.521904953573371244e-02,6.163033755759580318e-02,8.136228804995405961e-02,6.154821381233809008e-02
4.713890819086909156e-02,7.194748458684507852e-02,4.127713978073032502e-02,4.498585425730409343e-02,4.247006938203427145e-02,8.115852940491714851e-02,4.006992379974178009e-02,8.395606821744858173e-02,2.024500713335533261e-02,3.020316834593892580e-02
7.891671892099588748e-02,5.470653283285493995e-02,6.787555532424037474e-02,5.760317548486322548e-02,5.596052295171134727e-03,1.535467590664022983e-02,-4.336697082122218348e-03,4.972362928599886357e-03,3.140312861246506715e-02,4.530741303833808742e-02
1.090072028573875612e-01,1.341869694833336124e-01,9.046477148344091168e-02,7.156110126351690470e-02,1.236905046862811774e-01,1.353295999784707992e-01,1.324736790159385669e-01,1.074453972206741575e-01,1.313685601915428325e-01,1.206351573118421006e-01
5.256471330214151916e-02,9.761980989485800897e-02,6.583699682724872271e-02,4.861077642774311314e-02,1.051286429991425964e-01,4.446300307581094874e-02,2.316873849985521747e-02,4.852361267179260834e-02,9.202141055876282560e-02,1.007607612692929255e-01
1.317323557699772163e-01,1.493766081343814722e-01,1.928644605557149339e-01,9.788751548375801415e-02,1.149075641565606015e-01,1.580640862294493409e-01,1.200277826458536479e-01,9.077668146973127961e-02,1.093444632962072560e-01,9.823777166183977894e-02
