9.597888022576278599e-02,8.975434996070900950e-02,9.631498867894969229e-02,9.247808751432268215e-02,8.275102724612372340e-02,1.064731528408696393e-01,1.120388960133678613e-01,8.371446824149608723e-02,8.175994889082772998e-02,1.004476228259708059e-01,1.120817769493288596e-01,7.515997202128833765e-02,1.431704359632009760e-01,1.159617537394701248e-01,1.432588934231959765e-01,1.137706377502775146e-01,3.524410715070628863e-01,7.887004664584498781e-02
1.290859587372358841e-01,1.181707423276180113e-01,1.282689103750997983e-01,1.254196660720412471e-01,1.102740287754361004e-01,1.450470592197189712e-01,1.492882178904074708e-01,1.140884966137140633e-01,1.096604720755079559e-01,1.350357185382384528e-01,1.513842479082645187e-01,1.029629795119567925e-01,1.910043287890268726e-01,1.554607200064361816e-01,1.923024721820354721e-01,1.526458892841835724e-01,4.728796599104193588e-01,1.058058644979056190e-01
1.384971272266490860e-01,1.260348541553462653e-01,1.384806874067480154e-01,1.353397796597743397e-01,1.191111590749926591e-01,1.556557991030950994e-01,1.614956963794674794e-01,1.236264298163093495e-01,1.197628208004607037e-01,1.448747283807683972e-01,1.639120275363026014e-01,1.106403914657940329e-01,2.068405200318061965e-01,1.660764963145283934e-01,2.065672676491524806e-01,1.649174302385526258e-01,5.103300336040982321e-01,1.137286185980210113e-01
7.857475018488727092e-02,7.251521461994747675e-02,7.789155841146262749e-02,7.663253331794456225e-02,6.838266693544396702e-02,8.774169770512828259e-02,9.132973085367603050e-02,6.885970784136630218e-02,6.646179767735574395e-02,8.364181624234831580e-02,9.068592616048243293e-02,6.138028961567804087e-02,1.179800997585268851e-01,9.495294975548286553e-02,1.177804944715025726e-01,9.298621773201351526e-02,2.882117444409748597e-01,6.420171204297316081e-02
1.140637537214795466e-01,1.051628912625153511e-01,1.133344228471149517e-01,1.103558255952643702e-01,9.780237856179596623e-02,1.286070476726081380e-01,1.325319180884698411e-01,1.001108711256140232e-01,9.632515467230214068e-02,1.197159040494385207e-01,1.343001226166780360e-01,9.178128478347705177e-02,1.690145474886886601e-01,1.381265172230005944e-01,1.706555759200075462e-01,1.347166495960087640e-01,4.176810271868856561e-01,9.316190667377488577e-02
1.060010296756891124e-01,9.607239695201658103e-02,1.032017421789375999e-01,1.028041750226668660e-01,9.073399163414150315e-02,1.186509105145399645e-01,1.226499990952592406e-01,9.291751666085944217e-02,8.822622003762323195e-02,1.112533266696454082e-01,1.220287927903254271e-01,8.383968953579634675e-02,1.578474897193616333e-01,1.272865441582382573e-01,1.584863254800435994e-01,1.257615344122789691e-01,3.852873332336729240e-01,8.616756952791831958e-02
1.304193234137783486e-01,1.207721851094178678e-01,1.294931176686225649e-01,1.257358495240288310e-01,1.128734261925770366e-01,1.453707350014702970e-01,1.516134924146884944e-01,1.136022393070710845e-01,1.100372474634556397e-01,1.380531927555500860e-01,1.510583220370300683e-01,1.020586259290145043e-01,1.954071261847938334e-01,1.579313826488008832e-01,1.951142750022427652e-01,1.539925931740760701e-01,4.780788788899215658e-01,1.070533054424345348e-01
9.817552564050185948e-02,8.987506827452959590e-02,9.895906772014570474e-02,9.664460942020933198e-02,8.542346808562652216e-02,1.109319126117465082e-01,1.155474807697850353e-01,8.780660694282972634e-02,8.548206257976326272e-02,1.039145135495341821e-01,1.173028829092148811e-01,7.877935777695074804e-02,1.477732380796252798e-01,1.179982097407509950e-01,1.471896439975454995e-01,1.171936473807350526e-01,3.638931541173698325e-01,8.041367779033829766e-02
1.432700827352982598e-01,1.310089078361853232e-01,1.407595424628519942e-01,1.385379693929764677e-01,1.228293384196796345e-01,1.601221529569428204e-01,1.664386960189239983e-01,1.250838781532195298e-01,1.197388357735266057e-01,1.506077780364092344e-01,1.659844990936069908e-01,1.132188311228281286e-01,2.136760254826751138e-01,1.721819886476055050e-01,2.140862746812844108e-01,1.698805220619825362e-01,5.222452615644401774e-01,1.165940144486081187e-01
1.384343156020583776e-01,1.285016975631378122e-01,1.397774191843609293e-01,1.341288938529042740e-01,1.196858479844088857e-01,1.543983031759743052e-01,1.628162557333413252e-01,1.219928412331392487e-01,1.197198416343314559e-01,1.448146978418082265e-01,1.641688574352574148e-01,1.097679339368403256e-01,2.076193864383248378e-01,1.665783531679841944e-01,2.068179104483303665e-01,1.649777752716815871e-01,5.109786150845838648e-01,1.136798441998992659e-01
