2.532540834167438387e-02,5.244358532526158939e-02,5.866575014540420692e-03,8.242092347746354797e-02,4.918163250076758308e-02,9.198022609073708278e-03,3.477604139570687064e-02,8.950386342843716370e-02,7.990662702488723901e-02,3.143054659015497021e-02
1.950999649728369853e-02,1.392443706305934682e-03,7.529773951769891220e-03,4.784232170594384520e-02,6.974919365978085595e-02,7.702601927694803507e-02,4.074028731415313409e-02,9.605135767139913461e-02,4.148851564733899849e-02,8.807028351083041884e-02
7.871633012967947651e-02,5.705455302640959070e-03,7.305403440797207659e-02,4.843621801370258384e-02,2.519875638823714653e-02,8.996485686630707745e-02,3.978743400871210395e-02,1.663511472765227470e-02,4.991620545326186376e-02,9.291265837955313411e-02
4.988217033388830934e-02,3.132210649705408079e-02,3.262273046459196468e-02,7.627155436103737196e-02,2.119173939085361360e-03,4.040346580669481463e-02,9.212451934754509186e-02,8.265400959805509207e-02,3.030605737535149030e-02,4.047225090753557575e-02
8.220351717389992596e-02,3.410403225883316264e-02,3.266306430469149286e-02,1.832970819913716867e-02,2.298943074328317713e-03,4.241049623291649751e-02,6.132921197517675338e-02,7.171522910540788220e-02,6.958612336033337398e-02,7.624897628544388684e-02
7.619557838848031728e-02,1.373632188941163561e-02,2.796230899186328070e-02,4.648391255581631881e-02,7.822260740226379128e-02,5.956415001623389938e-02,5.626287251187406940e-02,7.837223587063674168e-02,7.467353230327336555e-02,4.293225583965556806e-03
2.754261939427389214e-02,8.544548297913802382e-02,5.866632966187621673e-02,2.364015441451263605e-02,7.813196360485982761e-02,6.669248805094385446e-02,4.378185610662709004e-02,4.026574646923776479e-02,9.233241844971097623e-02,7.121221416153547534e-02
6.696603860927834162e-02,8.978051959450941699e-02,7.765137585603879011e-02,3.385495525213681051e-02,2.054171469184219376e-02,3.444109132189653033e-02,4.530413793468353323e-02,4.035725364146432181e-02,3.256454435609412897e-03,1.607237671584083125e-03
7.146413119129405023e-02,8.275542445658513879e-02,7.373363561196503990e-02,-1.072718396913828476e-03,7.920724623618001503e-02,4.196226258743264437e-02,3.454069515037069826e-02,5.116916911679993650e-03,8.105684478891091865e-03,6.937284510676200444e-02
6.531060996291426952e-03,8.541128019149699102e-02,5.281522467677131349e-02,3.520489364703006940e-02,7.347101783144882603e-02,1.844242602395186267e-02,1.674196710962706433e-02,6.737768438686948802e-02,3.470967185760741314e-02,2.151313542279467000e-02
6.428190693068984440e-02,6.604818945911004879e-02,5.466334158269096910e-02,2.849972584190494512e-02,9.198135369254632765e-02,9.527472299624983182e-03,4.855121255929213675e-02,6.276624044360606947e-02,3.496326852452662226e-02,2.603804546857315522e-02
3.782100938686040748e-02,1.357550677273089423e-02,3.671836774551099497e-02,7.935873164354040332e-02,3.467404714845769703e-02,4.189177724617826337e-02,8.999626254712923823e-02,8.742285135125725526e-02,7.640494339470135787e-02,9.535510806379642046e-02
1.718311052158177921e-01,1.462776686955711558e-01,1.519630271090587903e-01,1.118386590868967467e-01,9.324547211423296622e-02,9.911508472772213862e-02,1.629958668312516956e-01,1.340034741782394623e-01,8.886332945292013674e-02,1.417206863175284048e-01
7.267195807287218923e-02,9.413068392181259125e-02,3.455899981344758010e-02,5.091932753817426938e-02,3.639727857869742150e-02,6.520351741856050820e-02,1.834328807656789365e-02,4.320189195022409306e-02,5.748133810097894730e-02,7.164355115697967902e-02
9.204505147997199543e-05,2.504454765408288194e-02,6.132078915645113731e-02,5.761283672354776397e-02,3.488383670626583888e-02,1.259847787773937799e-02,3.877180102461939837e-02,3.099669418546597763e-02,7.165467710196773976e-02,1.087710880469229188e-02
7.783017726047697371e-02,7.203833335400244842e-02,7.279416349048425938e-02,2.230723235498761545e-02,6.758693832547447988e-02,3.455349704420358770e-02,9.868092783083329267e-02,9.538299385434294286e-02,6.766836608600507175e-02,6.437760764478177300e-02
1.883797344035555987e-01,1.511288100059198225e-01,1.205391012168081644e-01,1.683963197484088514e-01,1.744173551149675594e-01,1.807174364710848191e-01,1.373591840034990574e-01,1.739570097184322817e-01,1.514050014084864226e-01,1.408224410414983252e-01
2.368604867372646819e-02,2.130943818333737999e-02,3.469868984831495778e-02,9.742536911178241443e-02,6.314940489747392083e-02,9.100268942203446065e-02,3.310393916623303318e-02,9.934458568759865771e-02,2.820232468654171234e-03,4.386183409574373471e-02
